order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
CA-2019-102698,2019-10-25,2019-10-28,Second Class,C102698,Customer 2698,Corporate,United States,Houston,Texas,77001,Central,P102698,Technology,Accessories,Mouse,1011.23,1,0.2,138.59
CA-2022-102699,2022-04-25,2022-04-28,Same Day,C102699,Customer 2699,Home Office,United States,Los Angeles,California,90001,West,P102699,Office Supplies,Storage,Storage Box,98.93,4,0.0,12.51
CA-2019-102700,2019-09-24,2019-10-01,Same Day,C102700,Customer 2700,Consumer,United States,Los Angeles,California,90001,West,P102700,Technology,Phones,Smartphone,1726.5,2,0.2,125.11
CA-2020-102701,2020-08-07,2020-08-13,First Class,C102701,Customer 2701,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102701,Furniture,Bookcases,Bookcase,823.94,1,0.3,190.4
CA-2021-102702,2021-11-26,2021-12-01,Second Class,C102702,Customer 2702,Consumer,United States,Seattle,Washington,98101,West,P102702,Furniture,Bookcases,Bookcase,887.28,4,0.2,58.34
CA-2021-102703,2021-06-12,2021-06-13,Standard Class,C102703,Customer 2703,Home Office,United States,Los Angeles,California,90001,West,P102703,Technology,Machines,Printer,1510.11,9,0.0,270.25
CA-2021-102704,2021-08-20,2021-08-26,Second Class,C102704,Customer 2704,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102704,Furniture,Tables,Conference Table,1148.83,3,0.3,95.66
CA-2022-102705,2022-01-29,2022-02-01,Second Class,C102705,Customer 2705,Corporate,United States,Seattle,Washington,98101,West,P102705,Furniture,Chairs,Office Chair,1984.92,9,0.2,506.59
CA-2020-102706,2020-05-31,2020-06-03,Same Day,C102706,Customer 2706,Consumer,United States,Seattle,Washington,98101,West,P102706,Technology,Machines,Printer,1464.69,5,0.2,179.88
CA-2022-102707,2022-10-13,2022-10-17,Second Class,C102707,Customer 2707,Corporate,United States,Houston,Texas,77001,Central,P102707,Office Supplies,Binders,Binder,113.79,10,0.1,8.59
CA-2019-102708,2019-04-29,2019-05-02,Second Class,C102708,Customer 2708,Home Office,United States,Seattle,Washington,98101,West,P102708,Office Supplies,Binders,Binder,972.22,3,0.0,77.92
CA-2020-102709,2020-12-22,2020-12-26,Standard Class,C102709,Customer 2709,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102709,Office Supplies,Paper,Copy Paper,1791.84,2,0.0,353.59
CA-2020-102710,2020-10-26,2020-10-28,Second Class,C102710,Customer 2710,Consumer,United States,Chicago,Illinois,60601,Central,P102710,Technology,Phones,Smartphone,1288.38,3,0.1,42.36
CA-2020-102711,2020-06-04,2020-06-11,Second Class,C102711,Customer 2711,Consumer,United States,New York,New York,10001,East,P102711,Furniture,Tables,Conference Table,37.81,8,0.2,1.33
CA-2022-102712,2022-11-24,2022-11-28,Second Class,C102712,Customer 2712,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102712,Office Supplies,Binders,Binder,1060.47,2,0.1,255.01
CA-2020-102713,2020-03-01,2020-03-02,Same Day,C102713,Customer 2713,Consumer,United States,Chicago,Illinois,60601,Central,P102713,Technology,Machines,Printer,320.29,7,0.3,45.83
CA-2020-102714,2020-02-12,2020-02-14,Same Day,C102714,Customer 2714,Consumer,United States,Los Angeles,California,90001,West,P102714,Technology,Accessories,Mouse,270.99,9,0.1,30.94
CA-2020-102715,2020-04-14,2020-04-21,Same Day,C102715,Customer 2715,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102715,Office Supplies,Binders,Binder,895.41,6,0.1,187.86
CA-2022-102716,2022-09-30,2022-10-02,Standard Class,C102716,Customer 2716,Consumer,United States,Chicago,Illinois,60601,Central,P102716,Furniture,Chairs,Office Chair,418.32,8,0.1,115.84
CA-2022-102717,2022-06-04,2022-06-08,Second Class,C102717,Customer 2717,Consumer,United States,Seattle,Washington,98101,West,P102717,Office Supplies,Storage,Storage Box,670.58,1,0.2,170.87
CA-2022-102718,2022-05-14,2022-05-21,Standard Class,C102718,Customer 2718,Corporate,United States,Los Angeles,California,90001,West,P102718,Technology,Machines,Printer,1330.38,1,0.0,210.58
CA-2020-102719,2020-11-29,2020-12-05,Second Class,C102719,Customer 2719,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102719,Technology,Phones,Smartphone,1273.92,2,0.3,92.19
CA-2021-102720,2021-08-23,2021-08-26,Same Day,C102720,Customer 2720,Corporate,United States,Los Angeles,California,90001,West,P102720,Furniture,Chairs,Office Chair,1583.1,4,0.0,539.37
CA-2020-102721,2020-08-15,2020-08-18,First Class,C102721,Customer 2721,Corporate,United States,Los Angeles,California,90001,West,P102721,Office Supplies,Paper,Copy Paper,730.85,3,0.2,128.17
CA-2020-102722,2020-01-29,2020-02-03,Standard Class,C102722,Customer 2722,Corporate,United States,Chicago,Illinois,60601,Central,P102722,Office Supplies,Paper,Copy Paper,1176.62,8,0.2,344.14
CA-2020-102723,2020-11-25,2020-11-28,Second Class,C102723,Customer 2723,Consumer,United States,Chicago,Illinois,60601,Central,P102723,Office Supplies,Storage,Storage Box,434.87,6,0.3,1.42
CA-2019-102724,2019-07-03,2019-07-08,First Class,C102724,Customer 2724,Home Office,United States,Los Angeles,California,90001,West,P102724,Furniture,Bookcases,Bookcase,694.4,1,0.0,143.0
CA-2020-102725,2020-02-21,2020-02-22,Second Class,C102725,Customer 2725,Consumer,United States,Los Angeles,California,90001,West,P102725,Office Supplies,Paper,Copy Paper,1093.2,10,0.1,209.11
CA-2022-102726,2022-03-29,2022-04-02,Standard Class,C102726,Customer 2726,Corporate,United States,New York,New York,10001,East,P102726,Technology,Phones,Smartphone,1088.65,4,0.3,62.78
CA-2020-102727,2020-02-11,2020-02-12,Standard Class,C102727,Customer 2727,Consumer,United States,New York,New York,10001,East,P102727,Technology,Phones,Smartphone,329.48,10,0.1,33.92
CA-2019-102728,2019-12-30,2020-01-03,Second Class,C102728,Customer 2728,Home Office,United States,Houston,Texas,77001,Central,P102728,Office Supplies,Paper,Copy Paper,1200.64,6,0.0,358.3
CA-2022-102729,2022-10-29,2022-11-04,Second Class,C102729,Customer 2729,Home Office,United States,Los Angeles,California,90001,West,P102729,Office Supplies,Storage,Storage Box,1991.74,3,0.0,219.64
CA-2020-102730,2020-01-22,2020-01-27,First Class,C102730,Customer 2730,Home Office,United States,Chicago,Illinois,60601,Central,P102730,Furniture,Chairs,Office Chair,507.35,9,0.3,19.08
CA-2021-102731,2021-03-31,2021-04-05,Same Day,C102731,Customer 2731,Corporate,United States,Los Angeles,California,90001,West,P102731,Technology,Machines,Printer,918.12,5,0.1,232.15
CA-2020-102732,2020-05-24,2020-05-30,First Class,C102732,Customer 2732,Home Office,United States,Chicago,Illinois,60601,Central,P102732,Office Supplies,Binders,Binder,941.64,7,0.2,132.41
CA-2021-102733,2021-04-24,2021-04-27,Standard Class,C102733,Customer 2733,Corporate,United States,Seattle,Washington,98101,West,P102733,Office Supplies,Storage,Storage Box,264.64,4,0.0,16.69
CA-2021-102734,2021-05-28,2021-06-03,Second Class,C102734,Customer 2734,Corporate,United States,New York,New York,10001,East,P102734,Office Supplies,Storage,Storage Box,69.38,2,0.0,13.06
CA-2020-102735,2020-02-21,2020-02-25,Second Class,C102735,Customer 2735,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102735,Technology,Accessories,Mouse,383.42,2,0.1,88.54
CA-2020-102736,2020-04-16,2020-04-17,Standard Class,C102736,Customer 2736,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102736,Office Supplies,Binders,Binder,486.02,7,0.3,8.06
CA-2020-102737,2020-08-15,2020-08-22,Standard Class,C102737,Customer 2737,Consumer,United States,Chicago,Illinois,60601,Central,P102737,Furniture,Chairs,Office Chair,1195.7,6,0.0,148.68
CA-2022-102738,2022-12-22,2022-12-27,Second Class,C102738,Customer 2738,Corporate,United States,Seattle,Washington,98101,West,P102738,Furniture,Tables,Conference Table,247.52,10,0.3,44.44
CA-2022-102739,2022-02-10,2022-02-16,First Class,C102739,Customer 2739,Consumer,United States,New York,New York,10001,East,P102739,Technology,Phones,Smartphone,1313.58,4,0.3,54.99
CA-2020-102740,2020-06-22,2020-06-29,Standard Class,C102740,Customer 2740,Corporate,United States,Houston,Texas,77001,Central,P102740,Office Supplies,Binders,Binder,1761.28,5,0.0,312.3
CA-2019-102741,2019-06-06,2019-06-10,Same Day,C102741,Customer 2741,Corporate,United States,Los Angeles,California,90001,West,P102741,Furniture,Bookcases,Bookcase,490.14,4,0.0,164.9
CA-2022-102742,2022-12-03,2022-12-07,Second Class,C102742,Customer 2742,Home Office,United States,Los Angeles,California,90001,West,P102742,Furniture,Bookcases,Bookcase,1924.22,2,0.0,520.66
CA-2019-102743,2019-03-28,2019-04-04,First Class,C102743,Customer 2743,Corporate,United States,Seattle,Washington,98101,West,P102743,Furniture,Bookcases,Bookcase,1833.42,7,0.3,506.92
CA-2020-102744,2020-07-21,2020-07-23,Second Class,C102744,Customer 2744,Home Office,United States,Los Angeles,California,90001,West,P102744,Technology,Accessories,Mouse,976.95,5,0.1,205.01
CA-2019-102745,2019-06-06,2019-06-11,Second Class,C102745,Customer 2745,Corporate,United States,New York,New York,10001,East,P102745,Office Supplies,Storage,Storage Box,252.28,4,0.3,3.59
CA-2020-102746,2020-03-24,2020-03-29,Same Day,C102746,Customer 2746,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102746,Office Supplies,Storage,Storage Box,239.1,8,0.3,60.74
CA-2019-102747,2019-05-29,2019-06-02,Standard Class,C102747,Customer 2747,Consumer,United States,Chicago,Illinois,60601,Central,P102747,Technology,Machines,Printer,1496.78,8,0.0,302.48
CA-2022-102748,2022-03-22,2022-03-23,First Class,C102748,Customer 2748,Home Office,United States,New York,New York,10001,East,P102748,Office Supplies,Binders,Binder,719.68,3,0.2,116.15
CA-2022-102749,2022-04-23,2022-04-26,First Class,C102749,Customer 2749,Consumer,United States,New York,New York,10001,East,P102749,Technology,Machines,Printer,107.03,8,0.3,2.93
CA-2022-102750,2022-03-10,2022-03-11,First Class,C102750,Customer 2750,Corporate,United States,Seattle,Washington,98101,West,P102750,Office Supplies,Paper,Copy Paper,114.89,8,0.3,31.55
CA-2021-102751,2021-12-26,2022-01-01,First Class,C102751,Customer 2751,Consumer,United States,Chicago,Illinois,60601,Central,P102751,Technology,Accessories,Mouse,1085.1,8,0.0,159.8
CA-2021-102752,2021-12-14,2021-12-20,Second Class,C102752,Customer 2752,Home Office,United States,Los Angeles,California,90001,West,P102752,Office Supplies,Storage,Storage Box,240.39,5,0.1,34.33
CA-2020-102753,2020-08-04,2020-08-05,Second Class,C102753,Customer 2753,Consumer,United States,New York,New York,10001,East,P102753,Technology,Accessories,Mouse,1199.59,5,0.3,346.15
CA-2020-102754,2020-07-16,2020-07-17,First Class,C102754,Customer 2754,Consumer,United States,Los Angeles,California,90001,West,P102754,Office Supplies,Paper,Copy Paper,1969.22,4,0.0,373.81
CA-2020-102755,2020-04-02,2020-04-03,Standard Class,C102755,Customer 2755,Consumer,United States,New York,New York,10001,East,P102755,Office Supplies,Paper,Copy Paper,572.46,3,0.3,80.01
CA-2019-102756,2019-11-22,2019-11-24,Second Class,C102756,Customer 2756,Consumer,United States,Chicago,Illinois,60601,Central,P102756,Furniture,Tables,Conference Table,1977.9,8,0.3,366.72
CA-2019-102757,2019-08-07,2019-08-12,Second Class,C102757,Customer 2757,Home Office,United States,Los Angeles,California,90001,West,P102757,Technology,Phones,Smartphone,1725.01,7,0.2,94.69
CA-2019-102758,2019-01-07,2019-01-14,Standard Class,C102758,Customer 2758,Home Office,United States,Houston,Texas,77001,Central,P102758,Furniture,Bookcases,Bookcase,656.3,5,0.1,35.66
CA-2022-102759,2022-04-11,2022-04-13,Same Day,C102759,Customer 2759,Consumer,United States,Los Angeles,California,90001,West,P102759,Furniture,Bookcases,Bookcase,1946.67,8,0.2,386.5
CA-2021-102760,2021-07-11,2021-07-12,First Class,C102760,Customer 2760,Home Office,United States,Houston,Texas,77001,Central,P102760,Office Supplies,Paper,Copy Paper,1885.89,3,0.1,332.16
CA-2020-102761,2020-02-04,2020-02-05,Second Class,C102761,Customer 2761,Corporate,United States,Houston,Texas,77001,Central,P102761,Office Supplies,Paper,Copy Paper,752.43,1,0.2,55.96
CA-2020-102762,2020-03-04,2020-03-10,Same Day,C102762,Customer 2762,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102762,Furniture,Chairs,Office Chair,1528.09,2,0.0,331.43
CA-2022-102763,2022-02-04,2022-02-11,Second Class,C102763,Customer 2763,Consumer,United States,Los Angeles,California,90001,West,P102763,Technology,Phones,Smartphone,165.73,4,0.1,16.48
CA-2022-102764,2022-11-13,2022-11-15,Same Day,C102764,Customer 2764,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102764,Technology,Phones,Smartphone,646.81,1,0.2,28.99
CA-2019-102765,2019-01-20,2019-01-25,Second Class,C102765,Customer 2765,Corporate,United States,New York,New York,10001,East,P102765,Office Supplies,Storage,Storage Box,1925.49,3,0.3,103.57
CA-2020-102766,2020-01-03,2020-01-10,Second Class,C102766,Customer 2766,Home Office,United States,New York,New York,10001,East,P102766,Furniture,Chairs,Office Chair,1906.65,2,0.2,500.56
CA-2021-102767,2021-02-14,2021-02-17,Same Day,C102767,Customer 2767,Corporate,United States,Chicago,Illinois,60601,Central,P102767,Technology,Phones,Smartphone,945.01,10,0.0,287.07
CA-2020-102768,2020-10-20,2020-10-21,Standard Class,C102768,Customer 2768,Home Office,United States,Los Angeles,California,90001,West,P102768,Furniture,Tables,Conference Table,1313.58,10,0.0,95.33
CA-2020-102769,2020-12-22,2020-12-28,Standard Class,C102769,Customer 2769,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P102769,Technology,Accessories,Mouse,1804.72,10,0.0,272.57
CA-2022-102770,2022-08-20,2022-08-23,Standard Class,C102770,Customer 2770,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102770,Furniture,Chairs,Office Chair,1278.98,4,0.3,66.0
CA-2019-102771,2019-07-31,2019-08-05,First Class,C102771,Customer 2771,Corporate,United States,Los Angeles,California,90001,West,P102771,Office Supplies,Binders,Binder,1906.03,1,0.1,622.65
CA-2022-102772,2022-12-24,2022-12-29,Standard Class,C102772,Customer 2772,Home Office,United States,Seattle,Washington,98101,West,P102772,Technology,Phones,Smartphone,706.59,8,0.1,83.15
CA-2022-102773,2022-10-09,2022-10-16,Second Class,C102773,Customer 2773,Corporate,United States,New York,New York,10001,East,P102773,Furniture,Tables,Conference Table,1312.89,4,0.3,-1.09
CA-2019-102774,2019-10-24,2019-10-29,Same Day,C102774,Customer 2774,Consumer,United States,Seattle,Washington,98101,West,P102774,Office Supplies,Storage,Storage Box,1258.08,10,0.3,336.41
CA-2019-102775,2019-12-07,2019-12-10,Same Day,C102775,Customer 2775,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102775,Office Supplies,Binders,Binder,1077.59,8,0.2,45.12
CA-2021-102776,2021-03-26,2021-03-27,Same Day,C102776,Customer 2776,Corporate,United States,Chicago,Illinois,60601,Central,P102776,Office Supplies,Paper,Copy Paper,534.46,8,0.1,46.9
CA-2022-102777,2022-03-25,2022-03-27,Same Day,C102777,Customer 2777,Corporate,United States,Houston,Texas,77001,Central,P102777,Technology,Phones,Smartphone,1516.65,3,0.0,447.37
CA-2020-102778,2020-06-13,2020-06-15,Second Class,C102778,Customer 2778,Corporate,United States,Chicago,Illinois,60601,Central,P102778,Office Supplies,Paper,Copy Paper,94.46,2,0.1,14.89
CA-2019-102779,2019-11-17,2019-11-19,Second Class,C102779,Customer 2779,Home Office,United States,Chicago,Illinois,60601,Central,P102779,Office Supplies,Storage,Storage Box,1468.0,5,0.3,6.06
CA-2022-102780,2022-02-06,2022-02-10,First Class,C102780,Customer 2780,Consumer,United States,Seattle,Washington,98101,West,P102780,Office Supplies,Binders,Binder,113.2,4,0.3,25.29
CA-2022-102781,2022-03-12,2022-03-15,First Class,C102781,Customer 2781,Corporate,United States,Houston,Texas,77001,Central,P102781,Furniture,Tables,Conference Table,1249.26,6,0.3,120.4
CA-2020-102782,2020-04-06,2020-04-10,First Class,C102782,Customer 2782,Consumer,United States,Los Angeles,California,90001,West,P102782,Technology,Machines,Printer,1060.08,5,0.1,105.42
CA-2022-102783,2022-11-24,2022-11-28,First Class,C102783,Customer 2783,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102783,Furniture,Bookcases,Bookcase,826.11,5,0.3,156.63
CA-2021-102784,2021-07-20,2021-07-25,Standard Class,C102784,Customer 2784,Corporate,United States,Chicago,Illinois,60601,Central,P102784,Technology,Phones,Smartphone,903.34,8,0.1,38.18
CA-2019-102785,2019-04-01,2019-04-02,Same Day,C102785,Customer 2785,Corporate,United States,New York,New York,10001,East,P102785,Office Supplies,Binders,Binder,1528.72,9,0.0,431.59
CA-2022-102786,2022-12-14,2022-12-15,Same Day,C102786,Customer 2786,Consumer,United States,Seattle,Washington,98101,West,P102786,Furniture,Tables,Conference Table,1337.54,2,0.2,391.06
CA-2019-102787,2019-09-11,2019-09-15,Same Day,C102787,Customer 2787,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P102787,Furniture,Bookcases,Bookcase,308.94,5,0.2,75.72
CA-2020-102788,2020-08-31,2020-09-06,Same Day,C102788,Customer 2788,Consumer,United States,New York,New York,10001,East,P102788,Office Supplies,Binders,Binder,1615.39,1,0.3,-10.07
CA-2020-102789,2020-12-17,2020-12-23,First Class,C102789,Customer 2789,Home Office,United States,Houston,Texas,77001,Central,P102789,Furniture,Chairs,Office Chair,926.42,7,0.1,175.67
CA-2022-102790,2022-01-23,2022-01-26,First Class,C102790,Customer 2790,Consumer,United States,Chicago,Illinois,60601,Central,P102790,Technology,Machines,Printer,837.11,4,0.2,70.39
CA-2020-102791,2020-09-02,2020-09-04,Same Day,C102791,Customer 2791,Corporate,United States,New York,New York,10001,East,P102791,Furniture,Bookcases,Bookcase,1455.23,4,0.3,113.32
CA-2020-102792,2020-09-16,2020-09-17,Same Day,C102792,Customer 2792,Consumer,United States,Seattle,Washington,98101,West,P102792,Office Supplies,Paper,Copy Paper,1233.3,6,0.3,221.44
CA-2019-102793,2019-09-27,2019-10-02,Second Class,C102793,Customer 2793,Corporate,United States,Chicago,Illinois,60601,Central,P102793,Technology,Accessories,Mouse,1207.17,5,0.0,222.35
CA-2019-102794,2019-03-14,2019-03-19,Standard Class,C102794,Customer 2794,Consumer,United States,Los Angeles,California,90001,West,P102794,Office Supplies,Binders,Binder,1238.16,2,0.1,234.03
CA-2020-102795,2020-10-12,2020-10-14,Second Class,C102795,Customer 2795,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102795,Office Supplies,Paper,Copy Paper,1862.18,7,0.2,274.2
CA-2020-102796,2020-05-31,2020-06-07,First Class,C102796,Customer 2796,Consumer,United States,Seattle,Washington,98101,West,P102796,Furniture,Tables,Conference Table,135.58,3,0.0,12.65
CA-2020-102797,2020-12-01,2020-12-02,First Class,C102797,Customer 2797,Home Office,United States,Los Angeles,California,90001,West,P102797,Office Supplies,Paper,Copy Paper,1086.35,6,0.2,163.18
CA-2020-102798,2020-05-09,2020-05-12,First Class,C102798,Customer 2798,Corporate,United States,Chicago,Illinois,60601,Central,P102798,Technology,Machines,Printer,133.17,1,0.0,36.72
CA-2022-102799,2022-03-02,2022-03-04,Same Day,C102799,Customer 2799,Corporate,United States,Houston,Texas,77001,Central,P102799,Office Supplies,Binders,Binder,813.97,6,0.0,230.12
CA-2020-102800,2020-07-03,2020-07-09,Same Day,C102800,Customer 2800,Corporate,United States,Los Angeles,California,90001,West,P102800,Technology,Phones,Smartphone,783.71,9,0.2,173.13
CA-2022-102801,2022-04-20,2022-04-21,First Class,C102801,Customer 2801,Corporate,United States,Chicago,Illinois,60601,Central,P102801,Office Supplies,Binders,Binder,362.86,2,0.3,5.48
CA-2021-102802,2021-07-24,2021-07-27,First Class,C102802,Customer 2802,Home Office,United States,Chicago,Illinois,60601,Central,P102802,Technology,Phones,Smartphone,1522.65,9,0.1,384.35
CA-2022-102803,2022-05-13,2022-05-14,Standard Class,C102803,Customer 2803,Home Office,United States,Seattle,Washington,98101,West,P102803,Furniture,Bookcases,Bookcase,468.7,2,0.2,114.99
CA-2022-102804,2022-07-27,2022-07-31,First Class,C102804,Customer 2804,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102804,Office Supplies,Paper,Copy Paper,368.15,10,0.3,6.66
CA-2020-102805,2020-01-29,2020-02-03,Second Class,C102805,Customer 2805,Corporate,United States,Chicago,Illinois,60601,Central,P102805,Furniture,Chairs,Office Chair,1554.33,1,0.1,373.59
CA-2020-102806,2020-11-10,2020-11-13,Same Day,C102806,Customer 2806,Home Office,United States,New York,New York,10001,East,P102806,Furniture,Chairs,Office Chair,584.97,7,0.3,2.46
CA-2021-102807,2021-09-17,2021-09-18,Second Class,C102807,Customer 2807,Home Office,United States,Chicago,Illinois,60601,Central,P102807,Office Supplies,Storage,Storage Box,1618.45,6,0.3,21.69
CA-2022-102808,2022-05-08,2022-05-09,Second Class,C102808,Customer 2808,Home Office,United States,Seattle,Washington,98101,West,P102808,Technology,Accessories,Mouse,1362.15,5,0.0,377.46
CA-2020-102809,2020-03-18,2020-03-21,Same Day,C102809,Customer 2809,Consumer,United States,Seattle,Washington,98101,West,P102809,Technology,Machines,Printer,690.82,8,0.3,180.63
CA-2019-102810,2019-05-24,2019-05-31,Second Class,C102810,Customer 2810,Consumer,United States,Seattle,Washington,98101,West,P102810,Office Supplies,Paper,Copy Paper,1195.83,2,0.2,337.82
CA-2019-102811,2019-11-14,2019-11-20,Standard Class,C102811,Customer 2811,Corporate,United States,Seattle,Washington,98101,West,P102811,Technology,Phones,Smartphone,1488.89,7,0.2,348.16
CA-2020-102812,2020-08-17,2020-08-20,Same Day,C102812,Customer 2812,Corporate,United States,Los Angeles,California,90001,West,P102812,Technology,Machines,Printer,1286.79,10,0.3,184.64
CA-2020-102813,2020-09-20,2020-09-27,Standard Class,C102813,Customer 2813,Home Office,United States,New York,New York,10001,East,P102813,Furniture,Chairs,Office Chair,1734.72,9,0.3,281.42
CA-2022-102814,2022-07-01,2022-07-03,Standard Class,C102814,Customer 2814,Consumer,United States,Los Angeles,California,90001,West,P102814,Technology,Machines,Printer,324.25,8,0.1,29.33
CA-2021-102815,2021-02-27,2021-02-28,Standard Class,C102815,Customer 2815,Corporate,United States,Los Angeles,California,90001,West,P102815,Furniture,Bookcases,Bookcase,1941.16,7,0.0,527.66
CA-2022-102816,2022-07-18,2022-07-23,Standard Class,C102816,Customer 2816,Consumer,United States,New York,New York,10001,East,P102816,Furniture,Chairs,Office Chair,371.76,10,0.3,107.29
CA-2021-102817,2021-06-28,2021-07-01,First Class,C102817,Customer 2817,Corporate,United States,Seattle,Washington,98101,West,P102817,Office Supplies,Binders,Binder,937.63,3,0.2,93.37
CA-2022-102818,2022-06-16,2022-06-18,First Class,C102818,Customer 2818,Home Office,United States,Seattle,Washington,98101,West,P102818,Furniture,Tables,Conference Table,1863.7,10,0.0,159.42
CA-2021-102819,2021-03-02,2021-03-07,First Class,C102819,Customer 2819,Corporate,United States,Chicago,Illinois,60601,Central,P102819,Technology,Machines,Printer,1785.55,7,0.3,347.35
CA-2020-102820,2020-09-03,2020-09-10,Standard Class,C102820,Customer 2820,Corporate,United States,Los Angeles,California,90001,West,P102820,Furniture,Bookcases,Bookcase,1976.2,1,0.2,491.47
CA-2022-102821,2022-03-15,2022-03-21,Second Class,C102821,Customer 2821,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P102821,Office Supplies,Binders,Binder,1884.95,2,0.3,112.27
CA-2020-102822,2020-12-07,2020-12-11,Standard Class,C102822,Customer 2822,Corporate,United States,Houston,Texas,77001,Central,P102822,Furniture,Bookcases,Bookcase,843.33,7,0.3,217.79
CA-2021-102823,2021-01-31,2021-02-01,Second Class,C102823,Customer 2823,Consumer,United States,New York,New York,10001,East,P102823,Office Supplies,Binders,Binder,1578.67,8,0.1,446.46
CA-2021-102824,2021-03-20,2021-03-26,First Class,C102824,Customer 2824,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P102824,Office Supplies,Paper,Copy Paper,1313.46,4,0.2,191.89
CA-2021-102825,2021-04-21,2021-04-25,Second Class,C102825,Customer 2825,Corporate,United States,Houston,Texas,77001,Central,P102825,Office Supplies,Storage,Storage Box,1797.45,8,0.3,228.19
CA-2019-102826,2019-08-29,2019-09-05,First Class,C102826,Customer 2826,Corporate,United States,New York,New York,10001,East,P102826,Technology,Phones,Smartphone,326.98,2,0.3,87.18
CA-2019-102827,2019-02-02,2019-02-09,Standard Class,C102827,Customer 2827,Consumer,United States,Los Angeles,California,90001,West,P102827,Office Supplies,Binders,Binder,1655.26,4,0.1,491.81
CA-2020-102828,2020-08-10,2020-08-13,Second Class,C102828,Customer 2828,Home Office,United States,Los Angeles,California,90001,West,P102828,Furniture,Chairs,Office Chair,1150.62,9,0.1,43.85
CA-2020-102829,2020-03-13,2020-03-19,Second Class,C102829,Customer 2829,Consumer,United States,Los Angeles,California,90001,West,P102829,Technology,Accessories,Mouse,693.19,2,0.2,201.54
CA-2022-102830,2022-11-08,2022-11-11,First Class,C102830,Customer 2830,Corporate,United States,Seattle,Washington,98101,West,P102830,Office Supplies,Storage,Storage Box,1535.04,2,0.3,-1.99
CA-2020-102831,2020-10-15,2020-10-17,First Class,C102831,Customer 2831,Consumer,United States,Chicago,Illinois,60601,Central,P102831,Furniture,Bookcases,Bookcase,799.84,1,0.1,86.99
CA-2022-102832,2022-06-06,2022-06-07,First Class,C102832,Customer 2832,Home Office,United States,New York,New York,10001,East,P102832,Office Supplies,Paper,Copy Paper,75.97,8,0.0,12.19
CA-2019-102833,2019-12-03,2019-12-05,Standard Class,C102833,Customer 2833,Corporate,United States,Chicago,Illinois,60601,Central,P102833,Furniture,Tables,Conference Table,1314.15,3,0.3,43.81
CA-2020-102834,2020-07-20,2020-07-23,Standard Class,C102834,Customer 2834,Home Office,United States,Chicago,Illinois,60601,Central,P102834,Technology,Accessories,Mouse,145.98,7,0.2,19.31
CA-2021-102835,2021-02-02,2021-02-04,Second Class,C102835,Customer 2835,Home Office,United States,Seattle,Washington,98101,West,P102835,Technology,Machines,Printer,266.54,8,0.0,33.81
CA-2022-102836,2022-03-16,2022-03-19,Same Day,C102836,Customer 2836,Corporate,United States,Philadelphia,Pennsylvania,19104,East,P102836,Technology,Machines,Printer,1795.58,2,0.1,589.09
CA-2019-102837,2019-12-21,2019-12-27,First Class,C102837,Customer 2837,Consumer,United States,Los Angeles,California,90001,West,P102837,Technology,Machines,Printer,1042.13,9,0.0,304.42
CA-2021-102838,2021-12-02,2021-12-05,Same Day,C102838,Customer 2838,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102838,Technology,Phones,Smartphone,1758.36,2,0.0,491.27
CA-2020-102839,2020-10-21,2020-10-24,Second Class,C102839,Customer 2839,Corporate,United States,Chicago,Illinois,60601,Central,P102839,Office Supplies,Storage,Storage Box,1199.62,9,0.3,317.4
CA-2019-102840,2019-12-14,2019-12-21,First Class,C102840,Customer 2840,Consumer,United States,Philadelphia,Pennsylvania,19104,East,P102840,Furniture,Bookcases,Bookcase,1740.36,4,0.3,406.08
CA-2019-102841,2019-01-08,2019-01-15,First Class,C102841,Customer 2841,Home Office,United States,Philadelphia,Pennsylvania,19104,East,P102841,Office Supplies,Paper,Copy Paper,260.28,9,0.1,79.41
CA-2021-102842,2021-06-14,2021-06-16,Standard Class,C102842,Customer 2842,Home Office,United States,Seattle,Washington,98101,West,P102842,Office Supplies,Storage,Storage Box,73.08,6,0.2,2.41
